Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Brendan Haywood,12:27,0,1,.000,0,0,,0,0,,2,2,4,0,1,0,0,0,0,+9
Dominique Jones,30:53,0,6,.000,0,1,.000,4,4,1.000,1,3,4,6,0,0,1,4,4,+1
Lamar Odom,29:45,6,12,.500,1,4,.250,1,2,.500,1,2,3,2,1,1,1,3,14,-3
Brandan Wright,24:51,5,7,.714,0,0,,0,0,,2,5,7,0,0,1,1,2,10,+15
Brian Cardinal,12:00,1,4,.250,1,4,.250,0,0,,0,0,0,2,0,0,0,0,3,-11
Delonte West,11:49,1,5,.200,0,2,.000,1,1,1.000,1,0,1,3,2,2,0,1,3,+2
Ian Mahinmi,10:42,0,0,,0,0,,6,8,.750,0,3,3,0,0,0,0,2,6,-6
Yi Jianlian,7:38,2,3,.667,2,2,1.000,0,0,,1,0,1,0,0,0,2,3,6,-12
Rodrigue Beaubois,Not With Team,,,,,,,,,,,,,,,,,,,
Josh Smith,44:41,12,23,.522,2,3,.667,4,6,.667,3,14,17,7,4,3,4,3,30,+13
Joe Johnson,36:13,2,10,.200,1,5,.200,1,1,1.000,0,0,0,3,1,0,2,1,6,-13
Zaza Pachulia,33:53,6,9,.667,0,0,,3,4,.750,2,2,4,0,2,2,3,4,15,-13
Jeff Teague,23:30,7,12,.583,2,3,.667,0,0,,0,1,1,5,2,0,1,2,16,-7
Marvin Williams,19:34,2,5,.400,0,0,,0,0,,0,4,4,2,1,0,0,0,4,+2
Willie Green,34:24,5,8,.625,4,6,.667,6,6,1.000,1,3,4,1,3,0,3,5,20,+7
Kirk Hinrich,24:30,2,8,.250,0,1,.000,1,1,1.000,0,1,1,3,1,0,0,2,5,+9
Vladimir Radmanović,14:57,2,4,.500,1,3,.333,0,0,,0,1,1,1,0,0,1,3,5,+15
Ivan Johnson,6:35,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-8
Erick Dampier,1:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+5
Tracy McGrady,Did Not Dress,,,,,,,,,,,,,,,,,,,
Steve Nash,39:12,7,14,.500,1,4,.250,7,8,.875,0,4,4,16,1,0,4,0,22,0
Grant Hill,37:08,8,11,.727,1,2,.500,1,2,.500,0,6,6,2,1,0,2,1,18,+7
Marcin Gortat,35:09,5,12,.417,0,0,,3,4,.750,3,3,6,1,3,2,0,0,13,+4
Jared Dudley,33:31,4,6,.667,2,4,.500,1,2,.500,0,3,3,0,0,0,2,1,11,+5
Channing Frye,32:52,6,13,.462,1,3,.333,0,0,,2,9,11,2,1,2,2,3,13,+7
Markieff Morris,20:04,2,3,.667,1,1,1.000,3,4,.750,0,5,5,0,1,1,1,6,8,-10
Michael Redd,14:39,3,8,.375,0,3,.000,3,3,1.000,0,3,3,1,0,0,3,1,9,-5
Josh Childress,10:52,0,0,,0,0,,0,0,,0,0,0,0,1,1,0,0,0,-9
Robin Lopez,7:46,2,2,1.000,0,0,,1,4,.250,0,0,0,0,0,0,2,3,5,-7
Sebastian Telfair,6:08,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,2,0,+1
Ronnie Price,2:40,0,0,,0,0,,0,0,,0,0,0,0,1,0,3,0,0,-3
Raymond Felton,39:21,4,15,.267,2,5,.400,0,0,,2,1,3,6,1,0,2,1,10,+5
Gerald Wallace,38:33,6,13,.462,4,4,1.000,8,8,1.000,3,3,6,0,2,1,3,3,24,-6
Nicolas Batum,35:56,7,13,.538,2,5,.400,1,1,1.000,2,2,4,3,2,2,2,2,17,+5
Wesley Matthews,34:01,4,12,.333,1,6,.167,0,0,,0,3,3,4,0,0,1,1,9,0
Marcus Camby,30:27,5,11,.455,0,0,,2,4,.500,5,6,11,2,0,0,1,2,12,+2
Jamal Crawford,27:30,5,13,.385,1,1,1.000,3,3,1.000,0,3,3,6,2,0,1,1,14,+7
Craig Smith,11:49,2,2,1.000,0,0,,1,1,1.000,1,5,6,1,0,0,1,2,5,+5
Kurt Thomas,11:47,1,3,.333,0,0,,0,0,,0,3,3,1,0,1,2,4,2,+6
Elliot Williams,8:07,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,1,1,1,0,-6
Chris Johnson,2:30,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-8
David Lee,40:40,13,20,.650,0,0,,3,4,.750,4,7,11,3,0,0,1,3,29,-2
Stephen Curry,37:44,3,10,.300,0,2,.000,2,2,1.000,1,2,3,8,2,2,2,2,8,+7
Monta Ellis,27:23,3,9,.333,1,3,.333,3,4,.750,0,3,3,5,0,0,2,0,10,+5
Dorell Wright,27:14,5,9,.556,2,3,.667,0,0,,1,4,5,3,1,0,1,1,12,+3
Andris Biedriņš,16:37,1,1,1.000,0,0,,0,0,,3,6,9,0,0,2,0,2,2,+5
Brandon Rush,23:52,1,3,.333,0,1,.000,0,0,,0,3,3,1,2,1,0,1,2,-7
Nate Robinson,21:22,8,15,.533,3,5,.600,2,4,.500,0,2,2,0,1,0,4,2,21,-3
Klay Thompson,20:47,2,8,.250,1,5,.200,2,2,1.000,0,1,1,1,1,0,1,2,7,-7
Ekpe Udoh,20:34,0,1,.000,0,0,,0,0,,0,1,1,1,0,2,2,2,0,-7
Dominic McGuire,3:48,0,0,,0,0,,0,0,,0,1,1,2,1,0,0,2,0,-4
John Wall,40:52,4,13,.308,0,1,.000,10,12,.833,1,5,6,12,1,1,5,2,18,-23
Nick Young,34:39,5,18,.278,3,10,.300,1,1,1.000,0,1,1,1,0,0,2,3,14,-21
JaVale McGee,34:29,7,10,.700,0,0,,4,6,.667,1,4,5,0,0,2,2,5,18,-13
Trevor Booker,28:19,4,5,.800,0,0,,1,5,.200,4,4,8,0,0,1,1,5,9,-9
Chris Singleton,20:21,0,4,.000,0,1,.000,0,0,,0,1,1,1,3,0,0,2,0,-4
Jordan Crawford,32:26,5,15,.333,2,8,.250,0,0,,1,2,3,2,0,0,3,1,12,-17
Rashard Lewis,16:58,0,3,.000,0,1,.000,2,2,1.000,1,3,4,0,1,0,0,1,2,-4
Jan Veselý,15:09,1,1,1.000,0,0,,1,2,.500,1,2,3,0,0,0,0,5,3,+5
Kevin Séraphin,8:58,2,3,.667,0,0,,0,0,,1,4,5,0,0,0,1,4,4,-9
Shelvin Mack,7:08,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,0,4,+5
Roger Mason,0:41,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
Randy Foye,35:52,2,7,.286,2,6,.333,4,4,1.000,2,1,3,4,1,0,1,2,10,+21
Blake Griffin,34:23,10,19,.526,0,0,,3,5,.600,8,7,15,3,1,0,1,3,23,+17
Chris Paul,33:05,7,17,.412,2,3,.667,0,1,.000,1,2,3,9,1,0,1,3,16,+15
Caron Butler,32:14,6,11,.545,5,7,.714,4,5,.800,0,5,5,1,0,0,1,1,21,+14
DeAndre Jordan,22:30,4,8,.500,0,0,,3,3,1.000,5,4,9,1,0,3,3,4,11,+8
Mo Williams,30:05,3,12,.250,2,5,.400,3,4,.750,2,2,4,2,0,0,2,1,11,+14
Kenyon Martin,23:18,2,5,.400,0,0,,0,2,.000,0,3,3,0,1,1,1,3,4,+10
Reggie Evans,13:37,0,0,,0,0,,2,2,1.000,1,5,6,0,1,0,1,4,2,+1
Eric Bledsoe,6:22,0,2,.000,0,0,,2,2,1.000,0,1,1,1,0,0,1,1,2,-5
Brian Cook,2:12,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0
Trey Thompkins,2:12,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,0
Travis Leslie,2:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0
Ryan Gomes,1:58,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-5
Deron Williams,42:07,10,24,.417,1,3,.333,8,9,.889,0,6,6,4,0,0,6,4,29,+2
Kris Humphries,38:21,11,14,.786,0,0,,2,2,1.000,4,6,10,3,0,3,2,4,24,+6
MarShon Brooks,36:23,6,16,.375,1,6,.167,1,1,1.000,1,4,5,4,0,0,4,4,14,+2
Shelden Williams,33:31,3,6,.500,0,0,,2,2,1.000,5,4,9,1,0,3,0,3,8,-7
DeShawn Stevenson,25:15,0,3,.000,0,3,.000,0,0,,0,1,1,0,1,0,1,2,0,-4
Anthony Morrow,23:23,3,8,.375,2,5,.400,0,0,,0,2,2,1,1,0,3,2,8,-9
Johan Petro,16:57,1,3,.333,0,0,,0,0,,0,2,2,0,0,1,1,3,2,-9
Andre Emmett,11:11,1,1,1.000,0,0,,1,2,.500,0,1,1,0,1,0,2,1,3,+1
Jordan Williams,6:35,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,0,0,0
Sundiata Gaines,3:55,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2
Jordan Farmar,2:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-9
Mehmet Okur,Not With Team,,,,,,,,,,,,,,,,,,,
Danny Granger,41:51,10,20,.500,4,7,.571,8,9,.889,3,2,5,1,1,1,2,1,32,+3
Paul George,37:58,4,8,.500,1,5,.200,2,2,1.000,0,5,5,5,4,2,2,4,11,0
David West,33:48,6,16,.375,0,0,,4,6,.667,4,2,6,1,0,1,1,3,16,-9
Roy Hibbert,26:40,5,11,.455,0,0,,3,4,.750,3,8,11,1,0,1,4,2,13,-1
Darren Collison,26:10,2,8,.250,1,2,.500,0,0,,2,0,2,2,1,2,1,2,5,-1
A.J. Price,21:50,3,6,.500,1,4,.250,1,1,1.000,0,1,1,3,2,0,1,1,8,+6
Jeff Foster,17:50,1,1,1.000,0,0,,2,2,1.000,2,2,4,0,0,0,0,2,4,+9
Tyler Hansbrough,17:11,1,5,.200,0,0,,2,2,1.000,1,2,3,2,0,0,1,2,4,+11
Dahntay Jones,12:33,0,5,.000,0,0,,0,0,,1,2,3,1,1,0,0,2,0,+9
Lance Stephenson,4:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-2
George Hill,Did Not Dress,,,,,,,,,,,,,,,,,,,
Rajon Rondo,44:26,7,17,.412,0,0,,3,4,.750,1,6,7,8,1,0,1,3,17,-7
Ray Allen,36:32,4,13,.308,3,8,.375,1,1,1.000,0,3,3,0,1,0,0,1,12,-7
Paul Pierce,34:34,6,16,.375,0,3,.000,2,3,.667,0,2,2,3,1,1,1,0,14,-16
Kevin Garnett,32:00,7,13,.538,0,0,,4,4,1.000,3,7,10,2,2,1,2,3,18,-10
Jermaine O'Neal,21:26,2,4,.500,0,0,,2,2,1.000,1,3,4,0,0,1,0,5,6,-18
Chris Wilcox,26:30,4,7,.571,0,0,,1,2,.500,1,2,3,2,2,2,3,4,9,+5
Mickaël Piétrus,21:12,1,5,.200,0,4,.000,0,0,,0,7,7,0,1,1,0,1,2,+10
JaJuan Johnson,10:24,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,2,0,+5
Keyon Dooling,8:42,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2,-3
Avery Bradley,4:16,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
Luol Deng,44:26,7,15,.467,6,9,.667,3,4,.750,0,4,4,10,0,1,4,3,23,+7
Joakim Noah,39:53,5,15,.333,0,0,,5,8,.625,8,8,16,2,0,2,0,3,15,+8
Carlos Boozer,34:36,11,15,.733,0,0,,1,3,.333,0,15,15,5,0,0,3,2,23,+8
C.J. Watson,27:03,3,11,.273,2,4,.500,3,4,.750,0,4,4,3,0,0,1,3,11,-4
Ronnie Brewer,20:28,0,3,.000,0,0,,0,0,,0,1,1,1,0,1,0,0,0,+11
Kyle Korver,27:32,0,5,.000,0,5,.000,3,3,1.000,1,0,1,1,2,0,2,1,3,-2
Mike James,17:21,2,5,.400,1,1,1.000,3,4,.750,0,0,0,4,0,1,3,6,8,+15
Taj Gibson,13:41,1,3,.333,0,0,,0,0,,2,3,5,1,1,0,0,1,2,-1
Ömer Aşık,7:49,0,1,.000,0,0,,1,2,.500,4,1,5,0,0,0,2,0,1,+1
John Lucas III,7:12,1,3,.333,1,2,.500,0,0,,1,0,1,0,1,0,1,1,3,+2
Chris Paul,38:29,5,15,.333,1,2,.500,2,3,.667,1,5,6,3,4,0,4,1,13,+4
Blake Griffin,36:54,9,15,.600,0,0,,3,4,.750,4,10,14,1,0,1,3,5,21,+1
Randy Foye,32:14,3,12,.250,0,4,.000,0,0,,0,4,4,4,1,2,2,2,6,-8
Caron Butler,31:09,3,9,.333,0,4,.000,0,0,,0,0,0,0,0,1,0,4,6,+8
DeAndre Jordan,20:24,2,3,.667,0,0,,1,2,.500,3,4,7,0,1,4,3,4,5,0
Mo Williams,34:55,5,15,.333,1,7,.143,6,8,.750,2,4,6,2,0,2,2,0,17,+8
Kenyon Martin,29:00,3,8,.375,0,0,,0,2,.000,2,4,6,1,1,0,0,4,6,+5
Reggie Evans,9:51,0,0,,0,0,,0,0,,1,2,3,0,1,0,0,2,0,0
Ryan Gomes,7:04,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-3
Gerald Wallace,42:53,2,7,.286,0,1,.000,3,4,.750,0,3,3,4,0,0,0,3,7,-4
Nicolas Batum,38:45,8,16,.500,2,4,.500,1,2,.500,2,4,6,0,0,1,2,2,19,-6
Wesley Matthews,34:23,6,13,.462,2,5,.400,2,4,.500,3,2,5,0,2,0,2,3,16,-6
Raymond Felton,24:03,0,7,.000,0,1,.000,0,0,,1,1,2,2,1,0,5,0,0,+3
Marcus Camby,21:58,1,3,.333,0,0,,0,1,.000,1,5,6,4,0,1,2,5,2,+7
Jamal Crawford,29:45,7,18,.389,2,3,.667,3,3,1.000,0,1,1,3,2,1,3,1,19,-4
Kurt Thomas,26:02,1,4,.250,0,0,,0,0,,0,6,6,0,0,2,1,2,2,-10
Craig Smith,14:03,1,2,.500,0,0,,2,4,.500,1,2,3,0,1,0,1,0,4,+3
Elliot Williams,8:08,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,1,2,+2
Carlos Delfino,39:16,7,12,.583,1,4,.250,1,1,1.000,1,3,4,2,1,0,1,3,16,-10
Ersan İlyasova,33:22,5,11,.455,1,1,1.000,3,4,.750,4,6,10,2,1,2,2,4,14,-3
Brandon Jennings,30:53,4,20,.200,2,10,.200,4,5,.800,1,3,4,5,0,0,1,2,14,-14
Shaun Livingston,28:48,5,13,.385,1,1,1.000,3,4,.750,1,2,3,3,2,0,1,1,14,-15
Jon Leuer,7:22,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,0,4,0,-3
Mike Dunleavy,19:12,3,6,.500,1,2,.500,0,1,.000,1,3,4,2,0,0,1,1,7,+6
Larry Sanders,18:50,1,4,.250,0,0,,0,0,,0,3,3,0,1,2,0,6,2,+16
Beno Udrih,17:07,4,7,.571,0,1,.000,0,0,,1,2,3,2,1,0,1,1,8,+5
Jon Brockman,17:06,0,3,.000,0,1,.000,0,0,,2,1,3,0,1,0,3,5,0,-25
Tobias Harris,16:04,3,6,.500,0,0,,2,2,1.000,0,3,3,1,0,2,1,1,8,+8
Stephen Jackson,12:00,1,6,.167,0,1,.000,0,0,,1,3,4,0,0,0,2,0,2,-10
Drew Gooden,Not With Team,,,,,,,,,,,,,,,,,,,
Dwight Howard,39:17,8,12,.667,0,0,,10,14,.714,4,16,20,1,1,4,6,5,26,+18
Ryan Anderson,35:36,8,15,.533,4,7,.571,3,4,.750,5,4,9,3,1,0,1,2,23,-4
Jameer Nelson,31:38,2,7,.286,1,4,.250,5,5,1.000,0,4,4,2,0,0,2,3,10,+15
Hedo Türkoğlu,27:58,6,10,.600,1,4,.250,1,3,.333,0,4,4,7,2,0,3,2,14,+8
Jason Richardson,20:13,2,11,.182,2,6,.333,0,0,,1,1,2,1,0,0,2,1,6,-4
J.J. Redick,29:44,5,13,.385,1,5,.200,0,0,,0,1,1,3,0,0,0,2,11,+19
Quentin Richardson,25:23,0,3,.000,0,2,.000,0,0,,1,8,9,1,1,0,0,0,0,+11
Chris Duhon,16:22,2,3,.667,0,1,.000,0,0,,0,0,0,1,0,1,2,0,4,-6
Earl Clark,13:49,0,2,.000,0,0,,0,0,,0,2,2,1,0,2,1,3,0,-12
D.J. Augustin,32:19,3,7,.429,1,3,.333,4,4,1.000,0,3,3,10,1,0,3,0,11,+5
Bismack Biyombo,32:10,3,4,.750,0,0,,2,4,.500,5,8,13,0,0,7,2,1,8,-4
Reggie Williams,31:07,9,13,.692,4,6,.667,0,0,,0,1,1,0,0,0,1,2,22,-6
Boris Diaw,29:02,3,8,.375,0,1,.000,0,0,,0,6,6,3,0,1,4,3,6,+5
Corey Maggette,25:38,5,12,.417,0,1,.000,6,8,.750,0,4,4,2,0,0,3,3,16,+8
Kemba Walker,30:08,5,15,.333,1,4,.250,3,3,1.000,0,3,3,8,2,0,1,3,14,+14
Derrick Brown,22:22,3,4,.750,0,0,,1,2,.500,1,2,3,0,0,0,0,2,7,-1
D.J. White,18:25,5,8,.625,0,0,,0,0,,0,5,5,1,0,0,0,1,10,+2
Byron Mullens,13:57,1,3,.333,0,0,,2,2,1.000,1,5,6,1,0,0,0,2,4,+7
Tyrus Thomas,2:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+4
Matt Carroll,2:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
José Calderón,41:57,5,12,.417,2,5,.400,2,2,1.000,0,3,3,8,2,0,1,2,14,-2
Amir Johnson,37:59,3,9,.333,0,0,,0,0,,7,8,15,3,0,2,1,3,6,-4
James Johnson,36:53,7,14,.500,0,1,.000,0,1,.000,2,6,8,1,2,1,1,2,14,-7
DeMar DeRozan,32:05,8,15,.533,0,1,.000,8,12,.667,0,0,0,0,2,0,3,5,24,+5
Aaron Gray,13:23,2,3,.667,0,0,,2,2,1.000,2,5,7,0,0,0,2,1,6,-1
Ed Davis,31:02,4,8,.500,0,0,,1,4,.250,4,6,10,1,2,0,0,2,9,+3
Leandro Barbosa,23:34,6,14,.429,0,4,.000,4,5,.800,0,1,1,1,1,1,3,3,16,-8
Rasual Butler,7:29,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-5
Anthony Carter,7:25,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,0,0,-2
Jerryd Bayless,4:53,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,2,-5
Gary Forbes,3:20,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-9
Chris Bosh,34:14,8,21,.381,0,0,,0,0,,4,8,12,4,2,0,2,4,16,+27
LeBron James,30:08,11,19,.579,3,5,.600,3,3,1.000,2,3,5,5,1,1,2,2,28,+27
Mario Chalmers,24:50,5,7,.714,4,6,.667,0,0,,0,3,3,5,2,0,2,2,14,+23
Joel Anthony,24:33,0,2,.000,0,0,,0,0,,1,2,3,2,0,0,2,2,0,+25
Dwyane Wade,23:38,7,10,.700,1,1,1.000,7,9,.778,1,5,6,2,0,2,3,4,22,+29
Mike Miller,26:10,2,2,1.000,1,1,1.000,0,0,,2,2,4,2,0,0,0,1,5,0
Norris Cole,23:18,3,10,.300,1,4,.250,3,3,1.000,0,2,2,4,0,0,2,4,10,-1
Udonis Haslem,21:33,0,2,.000,0,0,,1,2,.500,2,6,8,1,0,0,1,4,1,-15
Shane Battier,19:57,2,3,.667,2,2,1.000,0,0,,0,0,0,2,1,1,0,2,6,-8
James Jones,4:25,2,2,1.000,2,2,1.000,3,3,1.000,0,0,0,0,0,0,0,0,9,+3
Juwan Howard,4:25,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,+3
Eddy Curry,2:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+7
Kyrie Irving,31:05,5,15,.333,0,2,.000,7,7,1.000,1,3,4,2,2,1,1,2,17,-23
Alonzo Gee,30:24,4,14,.286,0,3,.000,1,2,.500,1,1,2,0,1,0,2,3,9,-11
Antawn Jamison,30:15,5,11,.455,3,3,1.000,0,0,,1,3,4,3,2,1,3,3,13,-25
Omri Casspi,27:34,1,4,.250,1,4,.250,1,2,.500,0,5,5,2,0,0,2,3,4,-26
Semih Erden,15:16,3,3,1.000,0,0,,0,2,.000,2,2,4,2,1,0,0,1,6,-10
Ramon Sessions,27:25,5,9,.556,2,3,.667,3,7,.429,0,2,2,5,0,0,0,3,15,-2
Tristan Thompson,25:53,4,7,.571,0,0,,4,5,.800,5,1,6,0,0,2,1,2,12,0
Ryan Hollins,19:04,0,2,.000,0,0,,4,4,1.000,1,1,2,0,0,2,2,2,4,-13
Christian Eyenga,13:27,0,4,.000,0,0,,0,0,,0,3,3,1,1,0,0,0,0,0
Ben Uzoh,7:13,1,2,.500,0,0,,0,0,,0,1,1,0,1,0,0,0,2,-5
Luke Harangody,6:52,1,3,.333,0,1,.000,0,0,,1,0,1,1,0,0,0,1,2,-5
Samardo Samuels,5:32,1,2,.500,0,0,,1,2,.500,0,1,1,0,0,0,0,1,3,0
Tyreke Evans,40:17,8,18,.444,0,1,.000,0,0,,0,6,6,9,0,1,2,3,16,-4
Marcus Thornton,38:42,8,17,.471,2,6,.333,6,6,1.000,1,3,4,1,3,0,2,3,24,-2
DeMarcus Cousins,32:05,11,19,.579,0,0,,4,7,.571,6,9,15,3,1,1,3,4,26,-4
Jason Thompson,30:32,6,12,.500,0,0,,1,1,1.000,0,4,4,1,0,3,1,3,13,+1
Isaiah Thomas,23:25,4,6,.667,1,1,1.000,4,4,1.000,1,3,4,4,1,0,3,1,13,+1
John Salmons,22:23,2,5,.400,0,0,,1,2,.500,0,1,1,1,2,0,0,2,5,-7
Chuck Hayes,21:23,1,2,.500,0,0,,0,0,,0,6,6,1,1,1,0,3,2,-2
Jimmer Fredette,19:28,3,6,.500,1,3,.333,2,2,1.000,0,0,0,4,0,0,0,0,9,-8
J.J. Hickson,7:39,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,0
Travis Outlaw,4:07,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-5
Rodney Stuckey,39:31,12,20,.600,1,1,1.000,11,12,.917,1,2,3,0,1,1,1,1,36,+11
Brandon Knight,38:52,9,21,.429,4,6,.667,1,1,1.000,3,3,6,10,0,0,0,2,23,+1
Tayshaun Prince,36:44,10,19,.526,0,1,.000,2,2,1.000,2,8,10,5,2,2,2,0,22,+4
Greg Monroe,32:48,1,7,.143,0,0,,1,2,.500,4,4,8,2,1,0,2,2,3,0
Jason Maxiell,21:58,2,5,.400,0,0,,2,2,1.000,3,4,7,0,0,0,4,3,6,-2
Ben Gordon,21:14,5,13,.385,1,3,.333,2,2,1.000,0,1,1,2,1,0,1,1,13,+2
Ben Wallace,20:52,0,1,.000,0,0,,0,0,,1,6,7,1,1,1,0,0,0,+9
Jonas Jerebko,20:07,4,6,.667,0,1,.000,3,4,.750,2,3,5,1,1,0,2,5,11,+3
Damien Wilkins,7:54,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+2
Nikola Peković,42:22,13,20,.650,0,0,,4,5,.800,9,3,12,1,3,3,6,2,30,+18
Kevin Love,41:49,11,16,.688,2,4,.500,9,10,.900,3,14,17,1,0,2,4,3,33,+11
Luke Ridnour,40:10,4,10,.400,0,0,,1,1,1.000,0,6,6,6,1,0,2,1,9,+17
Ricky Rubio,39:22,6,13,.462,2,5,.400,4,4,1.000,0,2,2,9,1,0,6,2,18,+7
Wesley Johnson,28:47,4,6,.667,1,3,.333,0,0,,1,4,5,3,0,2,0,3,9,+23
Michael Beasley,18:50,3,7,.429,0,1,.000,0,0,,0,2,2,3,2,0,1,0,6,-7
Martell Webster,18:50,1,3,.333,0,2,.000,1,1,1.000,0,0,0,1,0,1,0,1,3,-6
Derrick Williams,9:50,1,2,.500,0,0,,1,2,.500,0,0,0,0,0,0,0,0,3,+2
Chandler Parsons,40:22,8,15,.533,2,6,.333,0,0,,3,3,6,3,0,0,2,4,18,-8
Kyle Lowry,38:10,7,16,.438,1,3,.333,2,2,1.000,0,3,3,6,0,0,1,3,17,-11
Kevin Martin,27:13,4,11,.364,3,5,.600,5,6,.833,0,0,0,3,1,0,3,1,16,-13
Luis Scola,21:30,5,13,.385,0,0,,0,0,,2,2,4,1,1,1,2,5,10,-17
Samuel Dalembert,19:40,3,4,.750,0,0,,0,0,,1,3,4,0,1,1,1,4,6,-5
Courtney Lee,31:46,6,11,.545,4,4,1.000,1,2,.500,0,2,2,1,2,0,0,0,17,-3
Patrick Patterson,28:29,4,6,.667,0,0,,0,0,,1,1,2,0,2,1,1,1,8,0
Goran Dragić,22:20,1,5,.200,0,2,.000,0,0,,0,2,2,6,2,0,2,1,2,-3
Jordan Hill,10:30,2,4,.500,0,0,,0,0,,1,2,3,0,0,1,0,2,4,-5
Hasheem Thabeet,Did Not Dress,,,,,,,,,,,,,,,,,,,
Ty Lawson,37:31,8,14,.571,0,1,.000,2,2,1.000,1,2,3,6,2,0,2,2,18,-8
Corey Brewer,31:30,10,14,.714,5,6,.833,1,1,1.000,2,3,5,0,1,1,2,1,26,+2
Al Harrington,25:08,0,3,.000,0,0,,4,6,.667,1,2,3,0,2,0,2,4,4,-12
Arron Afflalo,24:12,2,7,.286,1,4,.250,3,5,.600,0,1,1,3,0,1,1,2,8,-21
Kosta Koufos,5:49,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-10
Andre Miller,29:59,5,13,.385,2,3,.667,1,1,1.000,1,3,4,9,2,0,2,3,13,+11
Kenneth Faried,24:50,9,15,.600,0,0,,0,1,.000,5,5,10,0,1,2,1,2,18,+14
Chris Andersen,24:17,3,6,.500,0,0,,1,2,.500,4,3,7,2,0,2,2,3,7,+5
Rudy Fernández,21:06,3,7,.429,0,3,.000,0,0,,0,0,0,0,2,0,2,1,6,+17
Timofey Mozgov,15:38,1,3,.333,0,0,,0,0,,0,4,4,0,0,1,0,2,2,-3
Rudy Gay,41:20,8,19,.421,1,2,.500,3,4,.750,3,5,8,6,0,3,1,2,20,0
Marc Gasol,41:05,5,11,.455,0,0,,6,7,.857,4,10,14,8,0,3,7,3,16,+10
Mike Conley,38:18,6,11,.545,1,4,.250,3,3,1.000,0,2,2,7,5,0,3,0,16,+4
Marreese Speights,34:56,5,8,.625,0,0,,2,3,.667,3,7,10,2,0,2,1,3,12,+6
Tony Allen,29:00,6,10,.600,0,1,.000,1,1,1.000,3,1,4,0,1,1,5,3,13,-12
O.J. Mayo,30:26,7,14,.500,3,6,.500,0,1,.000,1,1,2,1,2,1,0,1,17,+11
Dante Cunningham,15:58,2,5,.400,0,0,,0,0,,1,2,3,1,1,0,0,1,4,-11
Jeremy Pargo,8:57,2,4,.500,1,3,.333,0,0,,0,1,1,0,1,0,0,3,5,-3
Hamed Haddadi,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Trevor Ariza,44:50,10,20,.500,4,7,.571,1,1,1.000,2,6,8,1,3,2,2,0,25,+8
Chris Kaman,37:20,3,12,.250,0,0,,6,6,1.000,1,7,8,6,0,0,2,3,12,+14
Marco Belinelli,35:07,7,14,.500,1,3,.333,2,2,1.000,1,0,1,1,3,0,1,3,17,0
Greivis Vásquez,32:28,4,9,.444,2,2,1.000,5,6,.833,0,1,1,11,2,0,3,4,15,+10
Gustavo Ayón,29:20,6,9,.667,0,0,,1,4,.250,3,8,11,2,2,0,0,4,13,+7
Jarrett Jack,21:22,1,6,.167,0,0,,2,2,1.000,0,4,4,1,1,0,3,2,4,-12
Al-Farouq Aminu,17:18,0,1,.000,0,0,,1,2,.500,0,1,1,1,2,0,2,3,1,-1
